id,user_id,event_type,resource,resource_id,action,ip_address,created_at
c06a3cd7-9d49-472f-9f00-86a36ff14039,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,58a40bcd-da5c-4a8b-8718-b1587c8fabda,execute,,2026-06-16T10:21:16.433105
a143b4cb-3afc-4d5c-a3e7-7e4fe3e0cf44,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,43633221-c48d-4275-a280-6226118dcf86,execute,,2026-06-16T10:21:17.261692
142762c5-5a55-4234-9f36-dd07c1c86fab,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,3fbb741f-c412-4fcf-9318-fc27e701acd2,execute,,2026-06-16T10:21:18.085944
bc7f82f7-e93c-46a6-97a7-c4288f2d693f,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,0e3bc29c-3c95-494f-b20b-fc95fec07469,execute,,2026-06-16T10:21:18.869124
be203b25-76c8-47ff-af44-1d9749a7e4d6,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,30263038-4039-436a-81d6-52e8f38c5e54,execute,,2026-06-16T10:21:19.696802
99de9447-c628-488e-8373-f6f970835490,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,e1e33716-1c4a-4eb4-b86c-4cdf4ab6441f,execute,,2026-06-16T10:21:20.511028
68f16d32-0fed-47fe-8f5f-5e805322bdb0,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,9fdb8b43-fa92-4125-84dd-2d90b1ec4d9c,execute,,2026-06-16T10:21:21.184425
50b9e8ab-f658-4849-b0c8-634c8c379cfe,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,68eae217-12d8-47cf-aaeb-a6ce8154babc,execute,,2026-06-16T10:21:21.971215
7a122ecb-cee8-4752-9673-384af3b2b51b,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,c8537d8a-c3f6-4b92-bec4-3c9a8e53a85c,execute,,2026-06-16T10:21:22.598648
9ae4a6c3-c3e2-4856-a83c-91497bfd7ba0,9ca7ee58-c743-44a3-9bed-dfb3bf141a26,gateway.request,gateway_request,091b7fcb-1f93-4c94-88ca-a964000a2518,execute,,2026-06-16T10:21:23.463384
